Full dataset,,,,,,,,,,,,,,,,,
,Field labels,GP7,SrpI-like,Gp13-like,Gp10A-like,Phage_cap_E,P22_CoatProtein,Phage_capsid,Phage_capsid_2,Linocin_M18,L_lactis_ph-MCP,DUF2184,ENC_III,ENCP4,DUF6260,DUF5309,Total
,Notes,,,,,,,,,,,,,,,,
,Generated_by,Co_occurrence_tkinter.py,,,,,,,,,,,,,,,
,Date,12/1/25,,,,,,,,,,,,,,,
Refseq_YP_010663426.1,Refseq_YP_010663426.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010663355.1,Refseq_YP_010663355.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010663280.1,Refseq_YP_010663280.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010663214.1,Refseq_YP_010663214.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010663070.1,Refseq_YP_010663070.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010662995.1,Refseq_YP_010662995.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009635987.1,Refseq_YP_009635987.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009014882.1,Refseq_YP_009014882.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009301839.1,Refseq_YP_009301839.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009214683.1,Refseq_YP_009214683.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009786971.1,Refseq_YP_009786971.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_010063729.1,Refseq_YP_010063729.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010063921.1,Refseq_YP_010063921.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009016002.1,Refseq_YP_009016002.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009302422.1,Refseq_YP_009302422.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_009211726.1,Refseq_YP_009211726.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009016282.1,Refseq_YP_009016282.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_008858555.1,Refseq_YP_008858555.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_001994747.1,Refseq_YP_001994747.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009125389.1,Refseq_YP_009125389.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009637545.1,Refseq_YP_009637545.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009637265.1,Refseq_YP_009637265.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_001491666.1,Refseq_YP_001491666.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_008050782.1,Refseq_YP_008050782.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010061055.1,Refseq_YP_010061055.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009638190.1,Refseq_YP_009638190.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_037433_5,Control_DTR_037433_5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009637823.1,Refseq_YP_009637823.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009635513.1,Refseq_YP_009635513.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010061341.1,Refseq_YP_010061341.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010061243.1,Refseq_YP_010061243.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010061152.1,Refseq_YP_010061152.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009224141.1,Refseq_YP_009224141.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009014507.1,Refseq_YP_009014507.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_008859126.1,Refseq_YP_008859126.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_008858443.1,Refseq_YP_008858443.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_008856789.1,Refseq_YP_008856789.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_NP_112699.1,Refseq_NP_112699.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009209405.1,Refseq_YP_009209405.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010754736.1,Refseq_YP_010754736.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009622400.1,Refseq_YP_009622400.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_008857877.1,Refseq_YP_008857877.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009635692.1,Refseq_YP_009635692.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009635607.1,Refseq_YP_009635607.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_NP_817605.1,Refseq_NP_817605.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010060291.1,Refseq_YP_010060291.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010060058.1,Refseq_YP_010060058.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009219078.1,Refseq_YP_009219078.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009198442.1,Refseq_YP_009198442.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009195115.1,Refseq_YP_009195115.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_008126255.1,Refseq_YP_008126255.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010766218.1,Refseq_YP_010766218.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_008051783.1,Refseq_YP_008051783.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010062655.1,Refseq_YP_010062655.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009638672.1,Refseq_YP_009638672.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009635428.1,Refseq_YP_009635428.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009018800.1,Refseq_YP_009018800.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_003358718.1,Refseq_YP_003358718.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010063269.1,Refseq_YP_010063269.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010063006.1,Refseq_YP_010063006.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010062745.1,Refseq_YP_010062745.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010062488.1,Refseq_YP_010062488.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010063183.1,Refseq_YP_010063183.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010062830.1,Refseq_YP_010062830.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010062580.1,Refseq_YP_010062580.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009190874.1,Refseq_YP_009190874.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010062918.1,Refseq_YP_010062918.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009031875.1,Refseq_YP_009031875.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009014098.1,Refseq_YP_009014098.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009007207.1,Refseq_YP_009007207.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009005854.1,Refseq_YP_009005854.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009005573.1,Refseq_YP_009005573.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010844788.1,Refseq_YP_010844788.1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
Refseq_YP_009637916.1,Refseq_YP_009637916.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010060725.1,Refseq_YP_010060725.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010060637.1,Refseq_YP_010060637.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009207678.1,Refseq_YP_009207678.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009198785.1,Refseq_YP_009198785.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010109367.1,Refseq_YP_010109367.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010051547.1,Refseq_YP_010051547.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010742675.1,Refseq_YP_010742675.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010845084.1,Refseq_YP_010845084.1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
Refseq_YP_010845001.1,Refseq_YP_010845001.1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
Refseq_YP_010844887.1,Refseq_YP_010844887.1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
Refseq_YP_010844851.1,Refseq_YP_010844851.1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
Refseq_YP_010844387.1,Refseq_YP_010844387.1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
Refseq_YP_009607656.1,Refseq_YP_009607656.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010104325.1,Refseq_YP_010104325.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009203075.1,Refseq_YP_009203075.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010109751.1,Refseq_YP_010109751.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_009638471.1,Refseq_YP_009638471.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009638278.1,Refseq_YP_009638278.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009204103.1,Refseq_YP_009204103.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_007005149.1,Refseq_YP_007005149.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_010061970.1,Refseq_YP_010061970.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009607574.1,Refseq_YP_009607574.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_008051867.1,Refseq_YP_008051867.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_950590.1,Refseq_YP_950590.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010060893.1,Refseq_YP_010060893.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010060808.1,Refseq_YP_010060808.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009638100.1,Refseq_YP_009638100.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009635774.1,Refseq_YP_009635774.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010060976.1,Refseq_YP_010060976.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009214284.1,Refseq_YP_009214284.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009208898.1,Refseq_YP_009208898.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_008859038.1,Refseq_YP_008859038.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_008430671.1,Refseq_YP_008430671.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009637640.1,Refseq_YP_009637640.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010060551.1,Refseq_YP_010060551.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010060147.1,Refseq_YP_010060147.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010060459.1,Refseq_YP_010060459.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009204198.1,Refseq_YP_009204198.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_008857949.1,Refseq_YP_008857949.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010060376.1,Refseq_YP_010060376.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009032500.1,Refseq_YP_009032500.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009210454.1,Refseq_YP_009210454.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_NP_463467.1,Refseq_NP_463467.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010062140.1,Refseq_YP_010062140.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_008766839.1,Refseq_YP_008766839.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_010754403.1,Refseq_YP_010754403.1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
Refseq_YP_010051352.1,Refseq_YP_010051352.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010051292.1,Refseq_YP_010051292.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009290209.1,Refseq_YP_009290209.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010079870.1,Refseq_YP_010079870.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009204414.1,Refseq_YP_009204414.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_001004375.1,Refseq_YP_001004375.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_240234.1,Refseq_YP_240234.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010080047.1,Refseq_YP_010080047.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009209263.1,Refseq_YP_009209263.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Fringe_YP_009792318.1,Fringe_YP_009792318.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_009204069.1,Refseq_YP_009204069.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009188720.1,Refseq_YP_009188720.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009045036.1,Refseq_YP_009045036.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_008059862.1,Refseq_YP_008059862.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010755749.1,Refseq_YP_010755749.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009189665.1,Refseq_YP_009189665.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_005087131.1,Refseq_YP_005087131.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010842478.1,Refseq_YP_010842478.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_004306407.1,Refseq_YP_004306407.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_010765499.1,Refseq_YP_010765499.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_010765302.1,Refseq_YP_010765302.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_010765114.1,Refseq_YP_010765114.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_010764792.1,Refseq_YP_010764792.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_010764604.1,Refseq_YP_010764604.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_010764252.1,Refseq_YP_010764252.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_010764039.1,Refseq_YP_010764039.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_010763046.1,Refseq_YP_010763046.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_010762947.1,Refseq_YP_010762947.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_010762728.1,Refseq_YP_010762728.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_010762002.1,Refseq_YP_010762002.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_010761654.1,Refseq_YP_010761654.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009855690.1,Refseq_YP_009855690.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009885059.1,Refseq_YP_009885059.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_NP_046760.1,Refseq_NP_046760.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_010107817.1,Refseq_YP_010107817.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_010107773.1,Refseq_YP_010107773.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_010107737.1,Refseq_YP_010107737.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_009591432.1,Refseq_YP_009591432.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_NP_878202.1,Refseq_NP_878202.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_NP_839853.1,Refseq_NP_839853.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_009883376.1,Refseq_YP_009883376.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_009207647.1,Refseq_YP_009207647.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_008766922.1,Refseq_YP_008766922.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_009820537.1,Refseq_YP_009820537.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_010677510.1,Refseq_YP_010677510.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009882713.1,Refseq_YP_009882713.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_010060224.1,Refseq_YP_010060224.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009838157.1,Refseq_YP_009838157.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009834052.1,Refseq_YP_009834052.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Fringe_YP_009217859.1,Fringe_YP_009217859.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_009965299.1,Refseq_YP_009965299.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_009949333.1,Refseq_YP_009949333.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_009949265.1,Refseq_YP_009949265.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_009113069.1,Refseq_YP_009113069.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_007003511.1,Refseq_YP_007003511.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_009785148.1,Refseq_YP_009785148.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_009883293.1,Refseq_YP_009883293.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_NP_958060.1,Refseq_NP_958060.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_NP_052253.1,Refseq_NP_052253.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fringe_YP_009211913.1,Fringe_YP_009211913.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_009790834.1,Refseq_YP_009790834.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_010109776.1,Refseq_YP_010109776.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_009785099.1,Refseq_YP_009785099.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_010774518.1,Refseq_YP_010774518.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_010842413.1,Refseq_YP_010842413.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009949215.1,Refseq_YP_009949215.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_009882615.1,Refseq_YP_009882615.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_009789838.1,Refseq_YP_009789838.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_009787996.1,Refseq_YP_009787996.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_010754974.1,Refseq_YP_010754974.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_006906637.1,Refseq_YP_006906637.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Refseq_YP_008060494.1,Refseq_YP_008060494.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_009006573.1,Refseq_YP_009006573.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_010773083.1,Refseq_YP_010773083.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009103662.1,Refseq_YP_009103662.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_010738728.1,Refseq_YP_010738728.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Refseq_YP_009304774.1,Refseq_YP_009304774.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009846672.1,Refseq_YP_009846672.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009846435.1,Refseq_YP_009846435.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009846219.1,Refseq_YP_009846219.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009595355.1,Refseq_YP_009595355.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009188974.1,Refseq_YP_009188974.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009042243.1,Refseq_YP_009042243.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009014968.1,Refseq_YP_009014968.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_006383021.1,Refseq_YP_006383021.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009882567.1,Refseq_YP_009882567.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_009600258.1,Refseq_YP_009600258.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009276438.1,Refseq_YP_009276438.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_009879865.1,Refseq_YP_009879865.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_009789802.1,Refseq_YP_009789802.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_009600057.1,Refseq_YP_009600057.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009211042.1,Refseq_YP_009211042.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009199397.1,Refseq_YP_009199397.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009882460.1,Refseq_YP_009882460.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_009984906.1,Refseq_YP_009984906.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009984721.1,Refseq_YP_009984721.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009984484.1,Refseq_YP_009984484.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009786604.1,Refseq_YP_009786604.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009948780.1,Refseq_YP_009948780.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_010755482.1,Refseq_YP_010755482.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009281191.1,Refseq_YP_009281191.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009276148.1,Refseq_YP_009276148.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009273070.1,Refseq_YP_009273070.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009269149.1,Refseq_YP_009269149.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_008126105.1,Refseq_YP_008126105.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010676157.1,Refseq_YP_010676157.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009621711.1,Refseq_YP_009621711.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009621582.1,Refseq_YP_009621582.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009324609.1,Refseq_YP_009324609.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
